,Obesity,Population,Max Latitude,Max Longitude,Annual Average Temperature,Country
0,0.0374707259953161,0.0277209874131,0.6029191945836629,0.7009162303664921,0.6897746830182847,Afghanistan
1,0.4543325526932085,0.0019852659607467,0.6396729095225534,0.5476895060323241,0.6716819136299681,Albania
2,0.5550351288056207,0.0315923986562373,0.5907851930009672,0.5218814022308217,0.8886632905360936,Algeria
3,0.0913348946135831,0.0231528790278472,0.2260617251384859,0.556282722513089,0.8568033619670946,Angola
4,0.3793911007025761,3.137632983938885e-05,0.4205574606524224,0.3123435010243569,0.9525211287561764,Antigua and Barbuda
5,0.5995316159250585,0.0323197590297868,0.0730677921392772,0.3351354427498293,0.6966971100861754,Argentina
6,0.4215456674473067,0.0020694115725887,0.6277147630352589,0.6204188481675392,0.5646741994236066,Armenia
7,0.6440281030444964,0.0183266290198248,0.1834168645036489,0.9658547689506032,0.8487654803571196,Australia
8,0.4449648711943793,0.0063180518722042,0.6955948298601952,0.536620760300478,0.5338845913978789,Austria
9,0.3981264637002341,0.0071694913683003,0.6258682845335444,0.6318859549282949,0.639296979939066,Azerbaijan
10,0.6838407494145199,0.0002417403594443,0.5040886309680823,0.2809298884589119,0.9195140067723566,Bahamas
11,0.0117096018735363,0.1210520198155785,0.4987250505583399,0.7514227179603915,0.9160098192238276,Bangladesh
12,0.5128805620608899,0.0001661519284676,0.3819572672118174,0.318717277486911,0.9511119808361042,Barbados
13,0.5550351288056207,0.0066467902371123,0.7584630264661918,0.5809241975870703,0.533823499306629,Belarus
14,0.5058548009367682,0.0081728208247553,0.7174887892376682,0.5059469610744366,0.5960207287561119,Belgium
15,0.4566744730679157,0.0002602809179858,0.4272399542776752,0.2380491691327111,0.9216776823175794,Belize
16,0.1241217798594847,0.0086677111181311,0.3736920777279521,0.4987480081948554,0.9670442824169708,Benin
17,0.3864168618266979,0.0023011685543569,0.6627978545678361,0.5436489870248121,0.6156959283813708,Bosnia and Herzegovina
18,0.3091334894613583,0.0016137416915122,0.1083267387672557,0.5713350785340314,0.8495683819574261,Botswana
19,0.4543325526932085,0.1510042921393023,0.3109997362173569,0.4056453448668336,0.9211729874951422,Brazil
20,0.5737704918032787,0.0049011253405936,0.6535654620592631,0.5692010015934441,0.6265994965302433,Bulgaria
21,0.0374707259953161,0.0148673886550322,0.3972566605117384,0.4946221261097199,0.9881468447546796,Burkina Faso
22,0.1803278688524589,0.0003579753995312,0.4134353292886661,0.4233155019348964,0.9070458846739288,Cabo Verde
23,0.0140515222482435,0.01101237867522,0.3939154136991119,0.7940188936945141,0.9602056756325894,Cambodia
24,0.1545667447306791,0.0189284840740167,0.3796711509715994,0.5339460505349419,0.9081872912653304,Cameroon
25,0.6651053864168618,0.0271947207898848,0.9743251560713972,0.3380946961074436,0.2936131039473067,Canada
26,0.0796252927400468,0.0034057579843845,0.3613822210498549,0.5659002959253358,0.9241073421893762,Central African Republic
27,0.0444964871194379,0.0119964544747281,0.4707640903895191,0.5560550876394263,0.9501482087686012,Chad
28,0.6065573770491803,0.0138455186400357,0.1107007825551745,0.2988276804006373,0.5819793805326424,Chile
29,0.0866510538641686,1.0,0.735689791611712,0.871300933302982,0.5360787485115854,China
30,0.449648711943794,0.0352199302447139,0.3840675283566341,0.2975187798770771,0.9134995629255795,Colombia
31,0.1288056206088993,0.0038963696873277,0.2971951112283478,0.5408889141816526,0.9055708088770196,Congo
32,0.5339578454332552,0.0036061386363133,0.3632286995515695,0.2529023446391987,0.9328881616583782,Costa Rica
33,0.566744730679157,0.0028281482759776,0.6739646531258243,0.5430514454814477,0.632236088210532,Croatia
34,0.5573770491803278,0.0080059557978822,0.4692693220786072,0.2768893694514,0.9264686562915424,Cuba
35,0.4613583138173303,0.000822202461473,0.5725841906269235,0.5848508991577509,0.8016107679404826,Cyprus
36,0.5995316159250585,0.0076030551988082,0.7134441220434362,0.5414295470066014,0.5625532238651179,Czechia
37,0.4309133489461359,0.0041181432914197,1.0,0.5309298884589119,0.0,Denmark
38,0.2177985948477752,0.0006660339106815,0.3764178317066737,0.6113703619394489,0.9970450126205944,Djibouti
39,0.5925058548009368,1.2835771297931802e-05,0.4020926756352765,0.3135385841110858,0.9443069021651264,Dominica
40,0.5620608899297423,0.007449025943233,0.4399894486942759,0.2933928977919417,0.9319463118188696,Dominican Republic
41,0.3840749414519906,0.0124485588637775,0.2792578914974061,0.2737593899385385,0.8445494812894592,Ecuador
42,0.6604215456674474,0.0718439512497406,0.54304053459949,0.5928181197359434,0.8801977642873688,Egypt
43,0.4637002341920374,0.004583083451767,0.3917172250065945,0.2383052583655816,0.9249025065327436,El Salvador
44,0.4894613583138173,0.0009106266637477,0.7893255957091357,0.5680343728659231,0.5105511199760017,Estonia
45,0.0163934426229508,0.0819079090457245,0.3954981095577245,0.6243455497382199,0.8777777759867462,Ethiopia
46,0.6346604215456674,0.000600428857381,0.1549283390486239,1.0,0.920278850740093,Fiji
47,0.5152224824355971,0.0039042137697875,0.8808581728655588,0.5776519462781697,0.4317147582856754,Finland
48,0.4754098360655738,0.0462701031354223,0.7138837597819397,0.9753585249260186,0.6699392576972409,France
49,0.6400093428992722,0.0001611602396295,0.1958146487294469,0.1040291372638288,0.9383331433944218,French Polynesia
50,0.2459016393442622,0.0015524152286443,0.285061109645652,0.5290803551104029,0.9094778012456658,Gabon
51,0.1358313817330209,0.0016850515320562,0.3861777895014508,0.4484976098338265,0.9746933668657451,Gambia
52,0.4777517564402809,0.0026106532623182,0.6478501714587179,0.6206749374004097,0.572958867291375,Georgia
53,0.5339578454332552,0.0593625898593128,0.747472083003605,0.53055998178921,0.5713105091775958,Germany
54,0.1592505854800936,0.0221195994383636,0.362789061813066,0.4912076030047803,0.9584620525427447,Ghana
55,0.5737704918032787,0.0075916456243212,0.6317594302294909,0.5681766446619622,0.7085530056099949,Greece
56,0.405152224824356,4.2072805920998685e-05,0.3748351358480612,0.3130548600045526,0.95747152246166,Grenada
57,0.3723653395784543,0.0128443284787969,0.4213488085817286,0.2367971773275665,0.881739090346821,Guatemala
58,0.0866510538641686,0.0089180086584408,0.3760661215158709,0.4660254951058502,0.9352177207685226,Guinea
59,0.1241217798594847,0.0013356333133903,0.3761540490635717,0.4489528795811518,0.9745581260621604,Guinea-Bissau
60,0.3817330210772833,0.000522701131188,0.3399278994108854,0.327111313453221,0.9420954974161592,Guyana
61,0.4121779859484777,0.0080929538033459,0.4413083619097864,0.2839745048941497,0.9503459923991122,Haiti
62,0.3864168618266979,0.0069954953573728,0.4178317066737009,0.2512804461643524,0.9122699838436404,Honduras
63,0.6018735362997658,0.0069263248120449,0.6917260177613647,0.5529251081265649,0.6106198042506233,Hungary
64,0.4730679156908666,0.0002239128993083,0.8497318209795129,0.449408149328477,0.4195369606346099,Iceland
65,0.0210772833723653,0.9983705701435682,0.5768047129165568,0.7648531755064876,0.8960676842341624,India
66,0.0936768149882904,0.1937381402821445,0.3166270992702014,0.8889710903710448,0.9290825595942068,Indonesia
67,0.5292740046838408,0.0599687235039373,0.6143497757847534,0.667994536763032,0.7753087689395558,Iran (Islamic Republic of)
68,0.5737704918032787,0.0282893268422362,0.5933350918842873,0.6259959025722739,0.8701246617166494,Iraq
69,0.5620608899297423,0.0035291240085258,0.7516926052932384,0.4707773730935579,0.5876277392911932,Ireland
70,0.5573770491803278,0.0065334075906472,0.5584278554471116,0.5899442294559526,0.8158706936724873,Israel
71,0.468384074941452,0.0429584741405559,0.6787127407016619,0.5405190075119508,0.6691745588030722,Italy
72,0.5035128805620609,0.0019645861069889,0.4275916644684779,0.2710277714545868,0.9445415989589524,Jamaica
73,0.0351288056206089,0.0897883595242492,0.6644684779741493,0.9259902117004324,0.6474249683538131,Japan
74,0.7142857142857142,0.0075766705578069,0.5580761452563088,0.5996187115866151,0.8159014815073917,Jordan
75,0.4309133489461359,0.0133192520168205,0.7520443154840412,0.7362849988618255,0.5116282106190949,Kazakhstan
76,0.072599531615925,0.0381322241325336,0.3088894750725402,0.607016844980651,0.8965754417208047,Kenya
77,1.0,5.062998678628655e-05,0.3061637210938187,0.9910368768495332,0.9509593204582154,Kiribati
78,0.7985948477751756,0.0033066373060283,0.5293238371581817,0.6256259959025723,0.9403639637902824,Kuwait
79,0.2927400468384075,0.0046636635715818,0.6450364899322958,0.7161962212610972,0.4521715820546576,Kyrgyzstan
80,0.0374707259953161,0.0051257513383074,0.4624989009056537,0.7941611654905532,0.8950595841321112,Lao People's Democratic Republic
81,0.5339578454332552,0.0013178058532543,0.7753451156247252,0.5681197359435465,0.5203158606191193,Latvia
82,0.6651053864168618,0.0048283893032386,0.5696825815528005,0.5919644889597085,0.7763128392202845,Lebanon
83,0.2482435597189695,0.00148894947056,0.0134529147982062,0.5715911677669019,0.6765613824801746,Lesotho
84,0.1334894613583138,0.0035683444208249,0.3400158269585861,0.4668222171636695,0.9302188080143152,Liberia
85,0.5971896955503513,0.0019538896309073,0.7609249978018113,0.5640792169360346,0.5320281333110028,Lithuania
86,0.4988290398126464,0.0004121708783446,0.7057944253934758,0.5063168677441383,0.592792358298184,Luxembourg
87,0.0374707259953161,0.0197079006311634,0.1596764266244614,0.6315160482585932,0.8729587544563779,Madagascar
88,0.0421545667447306,0.0136030651821859,0.1821858788358392,0.5899726838151604,0.8467808739521859,Malawi
89,0.2903981264637002,0.0233375715148563,0.329376593686802,0.8272251308900522,0.9431663015379894,Malaysia
90,0.117096018735363,0.0003472789234495,0.3252211377824672,0.6973927270657865,0.974423437666482,Maldives
91,0.0983606557377049,0.0144024484946849,0.4844807878308274,0.4998861825631686,1.0,Mali
92,0.65807962529274,0.0003337300537462,0.581904510683197,0.5292795356248576,0.7844722602413475,Malta
93,0.1967213114754098,0.0032774002714052,0.5046161962542864,0.4741065331208741,0.983844123932158,Mauritania
94,0.2014051522248244,0.0008635621689886,0.1739206893519739,0.6684782608695652,0.8878578098501406,Mauritius
95,0.5971896955503513,0.0910897641141784,0.552272927108063,0.2411222399271568,0.8148933814053406,Mexico
96,0.3911007025761124,0.0023582164267922,0.7230282247428119,0.8290177555201457,0.3850373379064821,Mongolia
97,0.5152224824355971,0.0004050398942902,0.6475863888156159,0.5457546096061916,0.6290022371956056,Montenegro
98,0.531615925058548,0.0255988065585086,0.5805855974676866,0.4848907352606419,0.7990405479009548,Morocco
99,0.072599531615925,0.0221859175900696,0.1726017761364635,0.6040575916230366,0.888344128687347,Mozambique
100,0.0655737704918032,0.0389708278573318,0.5156071397168733,0.7756942863646709,0.8896082030398071,Myanmar
101,0.2833723653395784,0.0017734757343309,0.1156247252264134,0.5596972456180287,0.8250022687894046,Namibia
102,0.0210772833723653,0.0213515924557041,0.5321375186846039,0.7387036193944911,0.6882991236428166,Nepal
103,0.4730679156908666,0.0124171825339381,0.7356018640640113,0.5083086728886865,0.5999938101944486,Netherlands
104,0.3424573064198359,0.0001718567157111,0.096720302470764,0.9774072387889824,0.8671928699887763,New Caledonia
105,0.6814988290398126,0.0035177144340387,0.1895717928426976,0.9966992943318916,0.6077152702341762,New Zealand
106,0.4426229508196722,0.0046650897683927,0.3968170227732348,0.2524186205326656,0.9395202803981916,Nicaragua
107,0.0421545667447306,0.0172106300153102,0.4714675107711246,0.533263145913954,0.9676816389573468,Niger
108,0.1147540983606557,0.1469595979836429,0.3867053547876551,0.529564079216936,0.9583756531735892,Nigeria
109,0.5175644028103045,0.003802953796215,0.9748527213576011,0.5835419986341908,0.3968922662731842,Norway
110,0.468384074941452,0.003322325470948,0.4967027169612239,0.658092419758707,0.9675220580329732,Oman
111,0.1147540983606557,0.1575134543841646,0.5904334828101644,0.7070623719553835,0.8291022090029756,Pakistan
112,0.4590163934426229,0.0030156931566085,0.3493361470148597,0.2682676986114272,0.943466120244388,Panama
113,0.3770491803278688,0.0051350216175781,0.0950496790644508,0.3334566355565672,0.8821430396361942,Paraguay
114,0.3793911007025761,0.0233682347462902,0.2643981359359888,0.2923969952196676,0.8092769388316646,Peru
115,0.072599531615925,0.0781035290526987,0.4503648993229578,0.8481106305485999,0.9509414387977336,Philippines
116,0.531615925058548,0.0273216523060532,0.7468565901697002,0.5565103573867516,0.5629200987983235,Poland
117,0.4754098360655738,0.0072743168339001,0.6352765321375187,0.4701513771909857,0.7025010199477768,Portugal
118,0.4028103044496487,0.0024822955493389,0.6910225973797591,0.5735545185522422,0.5982729152968633,Republic of Moldova
119,0.5058548009367682,0.0136822191051898,0.6890881913303438,0.5723309811063054,0.5921453301866341,Romania
120,0.5339578454332552,0.1045965610116299,0.9832058383891672,1.0,0.2936553364747672,Russian Federation
121,0.0444964871194379,0.0091975432333735,0.2553415985228172,0.5757170498520373,0.8013273909050802,Rwanda
122,0.4730679156908666,0.0,0.4178317066737009,0.3098679717732756,0.947247220994918,Saint Kitts and Nevis
123,0.3957845433255269,9.127659589640392e-05,0.3887276883847709,0.3145913954017755,0.9550268716545433,Saint Lucia
124,0.4894613583138173,4.0646609110117376e-05,0.3823089774026202,0.3139084907807876,0.9580049096119136,Saint Vincent and the Grenadines
125,0.9976580796252926,0.0001041123671943,0.1463114393739558,0.0,0.9437997894498956,Samoa
126,0.1803278688524589,0.0001112433512487,0.2796096016882089,0.5090769405872979,0.9239014666776496,Sao Tome and Principe
127,0.7517564402810304,0.0249491739111522,0.5470852017937221,0.6461415888914182,0.9383306771437724,Saudi Arabia
128,0.1053864168618267,0.0119016123868045,0.4114129956915502,0.4554404734805372,0.9879558312239908,Senegal
129,0.4824355971896955,0.0049225182927568,0.6707992614085994,0.5532950147962667,0.6089919015098773,Serbia
130,0.1077283372365339,0.0056498786663063,0.3525894662797855,0.4585704529933986,0.9432485098929696,Sierra Leone
131,0.4566744730679157,0.0038564361766229,0.7007825551745361,0.5519576599134988,0.5604594898987694,Slovakia
132,0.4590163934426229,0.0014611386327479,0.6766904071045459,0.5348281356703847,0.5930884695689655,Slovenia
133,0.4121779859484777,0.0004713580459962,0.2033764178317066,0.9682164807648532,0.9540798636437422,Solomon Islands
134,0.5644028103044496,0.0424821244057216,0.0700782555174536,0.5958911905303892,0.7584388085333563,South Africa
135,0.566744730679157,0.0339299352292718,0.6496966499604326,0.5001707261552469,0.6841898342437776,Spain
136,0.0585480093676815,0.0156047324062578,0.3510946979688737,0.7208342818119735,0.9623098871343764,Sri Lanka
137,0.1053864168618267,0.0312301446662735,0.460124857117735,0.5976553608012747,0.9670995715655162,Sudan
138,0.5526932084309133,0.0003929172213978,0.3175063747472083,0.3341964488959708,0.9532107117808926,Suriname
139,0.449648711943794,0.0073613148393638,0.8717137079046866,0.5565672661051673,0.4469291068997151,Sweden
140,0.4285714285714285,0.0061183843186808,0.6849555965884111,0.5176132483496472,0.5467324677384595,Switzerland
141,0.2271662763466042,0.0066852975510061,0.6253407192473402,0.7016844980651036,0.4702617723573279,Tajikistan
142,0.1850117096018735,0.0474067819936947,0.4444737536270113,0.7884418392897792,0.9455445408897108,Thailand
143,0.0,0.0009013563844769,0.1931768222984261,0.8501593444115638,0.930869366249344,Timor-Leste
144,0.0983606557377049,0.0058652343847493,0.3625252791699639,0.4928864101980423,0.9592312648367944,Togo
145,0.3934426229508197,0.0009377244031544,0.3644596852193792,0.3156157523332574,0.948512746083054,Trinidad and Tobago
146,0.5714285714285714,0.0084445113172282,0.5930713092411852,0.5207147735033006,0.8136812111515149,Tunisia
147,0.6861826697892273,0.0596742138624903,0.6348368943990153,0.6153255178693375,0.6500422567063884,Turkey
148,0.3419203747072599,0.0042621891693187,0.6409038951903632,0.6774698383792397,0.7177042462549662,Turkmenistan
149,0.0281030444964871,0.0325793268493672,0.3017673437087839,0.5874402458456636,0.8759651623558595,Uganda
150,0.5433255269320844,0.0297533178686059,0.7251384858876286,0.6020942408376962,0.5700258021399641,Ukraine
151,0.6323185011709601,0.0069341688945049,0.4938890354348017,0.6482472114727976,0.9856435197491068,United Arab Emirates
152,0.6229508196721312,0.0478531815955006,0.7997010463378177,0.6940871841566127,0.5699718025342418,United Kingdom
153,0.0983606557377049,0.0425577128366983,0.2559570913567221,0.6028909628955156,0.8570275973447672,United Republic of Tanzania
154,0.8056206088992973,0.2351969684760588,0.8923766816143498,0.9993740040974276,0.5736408258941489,United States of America
155,0.6088992974238875,0.0024794431557171,0.0,0.3367004325062599,0.7546174095696004,Uruguay
156,0.2903981264637002,0.0243309175936351,0.6253407192473402,0.6959651718643296,0.6627540862791194,Uzbekistan
157,0.4824355971896955,0.0001903972742526,0.1498285412819836,0.9712610972000908,0.920671677722616,Vanuatu
158,0.522248243559719,0.0203881965099537,0.4027081684691814,0.3176075574778056,0.9273579572610048,Venezuela (Bolivarian Republic of)
159,0.2622950819672131,0.0212303657267792,0.4317242592104106,0.6430116093785567,0.9488360989459764,Yemen
160,0.0843091334894613,0.0130710937717272,0.192649257012222,0.5836273617118142,0.8430413609577049,Zambia
161,0.2201405152224824,0.0105602742861706,0.1274070166183065,0.5818347370817208,0.8377406951828644,Zimbabwe
