,"Fish, Seafood",Alcoholic Beverages,Eggs,Milk - Excluding Butter,Country
0,0.0006383454755164,3.0360992197225e-05,0.1327915629926195,0.3531242906258783,Afghanistan
1,0.0229349212827217,0.0952019599740188,0.4601127598577228,0.9177735457898416,Albania
2,0.0241929089086152,0.0116702209315405,0.3137647329423159,0.4022507049371642,Algeria
3,0.1847758495580285,0.2512785433060988,0.0227809172649092,0.0449968705968861,Angola
4,0.3468606801363571,0.226478029017947,0.1183206907609108,0.3788169086984538,Antigua and Barbuda
5,0.0376072992398332,0.1853131484151227,0.5483267338812601,0.373834395057139,Argentina
6,0.0313196976403475,0.023402258302468,0.438624631458695,0.5406081068458234,Armenia
7,0.1157813780442129,0.2480824385340868,0.2551231332079678,0.4721079744870681,Australia
8,0.074344103208951,0.334281534355721,0.4512429994712584,0.4249900025628239,Austria
9,0.0214191858995955,0.2237814830720023,0.4335013473259199,0.4205957789396617,Azerbaijan
10,0.2436619611963237,0.2321224673681369,0.3967753906268843,0.2247360774280612,Bahamas
11,0.2424622312479548,6.722791129383333e-05,0.2289739843213961,0.108578325508539,Bangladesh
12,0.3011884726837051,0.1498551106170361,0.4029450008129299,0.2396546040195009,Barbados
13,0.087012900120468,0.2946107475477228,0.497804611039281,0.2042933138241705,Belarus
14,0.1107268533949922,0.2657500904149418,0.3965376113306491,0.4585292822927154,Belgium
15,0.081764287214458,0.1715408680612804,0.2023308393903698,0.1611102436746508,Belize
16,0.1185487606857409,0.2417693602557507,0.0330971693408915,0.0478083976476468,Benin
17,0.0220715543791634,0.1135895343243752,0.403108435175501,0.1774987988755466,Bolivia
18,0.0333514456054142,0.3549602112182617,0.1906241883887412,0.5300096424774904,Bosnia and Herzegovina
19,0.0404161074227809,0.1934509643063724,0.0656675033753448,0.4885957957315722,Botswana
20,0.0453634624884623,0.1871300108970696,0.2694332120708018,0.3660494291848697,Brazil
21,0.0513080842763028,0.3913432140208639,0.3656245423835245,0.4773941556107721,Bulgaria
22,0.0590200713561388,0.4961285402205246,0.1092245799902398,0.1037142486023759,Burkina Faso
23,0.0892069045200286,0.1672939668246922,0.2432400249451165,0.3001945962498577,Cabo Verde
24,0.4859758531403603,0.1907606904100154,0.0929805007453181,0.0150987680830016,Cambodia
25,0.125433464191698,0.210463094497202,0.0020586034728178,0.0365114797726668,Cameroon
26,0.101048960124422,0.2068337535765502,0.4470921440827238,0.2943461720147744,Canada
27,0.0826645223242373,0.072724511767038,0.0199152584647335,0.0821473659825451,Central African Republic
28,0.0996294242026239,0.0272743875042379,0.007547945373989,0.2390141171796943,Chad
29,0.0818892218926721,0.2107962495739747,0.4327529242027765,0.2843646411500384,Chile
30,0.261325703726288,0.1328867498796826,0.7525892281903945,0.1260648670411202,China
31,0.0483815433266958,0.1309986560720065,0.5051383051379869,0.3386175133634073,Colombia
32,0.2509855908078734,0.2125595937618409,0.0183242632572927,0.0150656715276043,Congo
33,0.1406334115740091,0.1150972957713735,0.4022615004452235,0.4837188858038811,Costa Rica
34,0.148045991389671,0.0610121365735524,0.0906594114394565,0.0131795393867526,Cote d'Ivoire
35,0.1006408309437627,0.2852158131856779,0.2792488713259719,0.5319952667659763,Croatia
36,0.0323624183571044,0.10815116518098,0.3525542559396024,0.2381549670458607,Cuba
37,0.1612349811878078,0.183453108195185,0.3418554872187008,0.4060318826576938,Cyprus
38,0.0521787977645488,0.5302587305411026,0.2866057902498047,0.4196358271552583,Czechia
39,0.1592003420767566,0.2626344999889009,0.5539148540246185,0.5991518153979666,Denmark
40,0.0371012740229248,0.0166340763048029,0.0535127139710865,0.1647847890644635,Djibouti
41,0.1958466145214924,0.1126110062013964,0.0828356528160887,0.3317984810532773,Dominica
42,0.0533199328401367,0.1723137448618089,0.3766472538610507,0.2688598922718014,Dominican Republic
43,0.0531916602559766,0.1313574484247886,0.3549422928378972,0.3762891525712308,Ecuador
44,0.158427734502682,0.0035111844376557,0.1640490683319594,0.1380279835932864,Egypt
45,0.0590023499258475,0.1052449200942589,0.4371517667276592,0.4020576050766338,El Salvador
46,0.0618938710169884,0.4470997105262753,0.4440812681146027,0.8049403841164287,Estonia
47,0.0390429729218457,0.2357548832582325,0.094293382891363,0.2193145399511583,Eswatini
48,0.004178818714713,0.0840803285103053,0.0299984056964678,0.1940683508268183,Ethiopia
49,0.2318418084754118,0.087655996311946,0.1617251402505023,0.09299464712726,Fiji
50,0.1647423336701776,0.2583568753806347,0.2714296142117572,0.7965244822548287,Finland
51,0.1699297370121863,0.2192560028408653,0.3535365326148318,0.5464786583786604,France
52,0.3172518538197604,0.1980857089731587,0.2931993787541183,0.2047425141661109,French Polynesia
53,0.2461318256279356,0.2674496511046942,0.0323161176026486,0.0832100250482441,Gabon
54,0.2838680874436833,0.0845297807412414,0.0697363165951581,0.1832510826764845,Gambia
55,0.0599354580243669,0.1348903577183555,0.3007534058305763,0.4841415063245214,Georgia
56,0.0919159058934891,0.3594998147460421,0.3562648451555956,0.5073304736225048,Germany
57,0.2350318166075068,0.0460490967567986,0.0502497241369328,0.0136510618695442,Ghana
58,0.0881692260069145,0.116090430335604,0.2704774916218692,0.5264008883110117,Greece
59,0.2336029135275627,0.1970394057954881,0.4884620574200055,0.2553654308651833,Grenada
60,0.0219760075002644,0.0749960465441469,0.7686538147774139,0.1834493107873943,Guatemala
61,0.0775807060046594,0.0125225827992133,0.0751222335126119,0.0654726799086574,Guinea
62,0.0105363167824528,0.0978284199286853,0.0367154936251821,0.0898530658472029,Guinea-Bissau
63,0.1745519039966611,0.0775340293914698,0.0684587858688543,0.351066079242377,Guyana
64,0.0477464702379155,0.1604903534655392,0.0201084809791947,0.0765260156799841,Haiti
65,0.0232696908694891,0.0903870086757346,0.2223306874086017,0.3268215106350781,Honduras
66,0.0363417309768698,0.3431431742037941,0.4748126196651028,0.4215831343080221,Hungary
67,0.4120981813834836,0.2349768692302821,0.3272023722306639,0.6995868478101589,Iceland
68,0.0572430293370348,0.0209363655083928,0.1808163236118342,0.3852414525379326,India
69,0.3585528087754857,0.0039581709070751,0.3263396173963176,0.0263468360505576,Indonesia
70,0.0798327418879999,1.51804960986125e-05,0.3287225538388786,0.140007840941416,Iran (Islamic Republic of)
71,0.0296858347324788,0.0105967653632807,0.6027451698496381,0.085787237194952,Iraq
72,0.1364909057016401,0.3728308374051756,0.2894576800270012,0.4619148615455991,Ireland
73,0.1250998635929386,0.0684283438248231,0.3176096629810283,0.394002123209927,Israel
74,0.14727600288572,0.1636802497662617,0.3676569797722507,0.4310576575087981,Italy
75,0.1832987413959941,0.1401822720650268,0.0771274911318877,0.2791702496091565,Jamaica
76,0.4520814477871808,0.2458674467297323,0.9843050721034312,0.202510679547712,Japan
77,0.0501284628394038,0.0054088237362999,0.1615511441956649,0.2001042463353601,Jordan
78,0.0229827247485524,0.145613606051058,0.2897739500239188,0.6387406183436948,Kazakhstan
79,0.0379279503450616,0.0867749457463379,0.0712984890682613,0.4038122190904833,Kenya
80,0.5490927274260986,0.0138412373257358,0.0755534734026651,0.0078964552987941,Kiribati
81,0.0949543467877301,0.1117840699343667,0.3565911173858813,0.0091340252383623,"Korea, North"
82,0.3281031000030994,0.5712518864965711,0.3949137414292765,0.0531638032164439,"Korea, South"
83,0.067571455007647,9.542026119126669e-05,0.7281493277425892,0.2479928032453031,Kuwait
84,0.0082705020539034,0.0610530048887255,0.1941798069351729,0.6893109570513781,Kyrgyzstan
85,0.1785400750920938,0.0902782771708741,0.0843902283953217,0.002999661283031,Lao People's Democratic Republic
86,0.1464664562456268,0.316213873303646,0.4296526043018682,0.4972705724927276,Latvia
87,0.0605762253859465,0.0379828643107686,0.0858461545136557,0.2288880368167904,Lebanon
88,0.0237422955351803,0.1235993870549471,0.0492003962004737,0.1136956360498535,Lesotho
89,0.0617187183499031,0.0709257774258403,0.0647879429590054,0.0029921533899804,Liberia
90,0.1787136628929727,0.334710687112463,0.5216230694491654,0.5284876241335316,Lithuania
91,0.1497980049664806,0.5086854124107062,0.5383443371252309,0.4235308077658384,Luxembourg
92,0.0712698703265354,0.0359670787891183,0.0477323085959627,0.1509393589672136,Madagascar
93,0.07667744817691,0.0488385119267638,0.0475150450379901,0.0072844297037027,Malawi
94,0.4076432951623838,0.0327386031601586,0.8865774181869304,0.0649083606247904,Malaysia
95,1.0,0.0378320216022816,0.7852069946223194,0.3002574973425321,Maldives
96,0.0609169794171689,0.104673879750085,0.017993515430788,0.4016731524527691,Mali
97,0.1889939683163634,0.2107589266740137,0.4210495823345499,0.4449709344587534,Malta
98,0.0827003491164417,0.000119275326489,0.1173508718327005,0.4513947531647326,Mauritania
99,0.1821112403509543,0.1215677617907954,0.2609842015264957,0.1560950232081863,Mauritius
100,0.0856505991445498,0.172947900122785,0.7302668041758591,0.2897938853373241,Mexico
101,0.0025249297081489,0.1676808576736931,0.1993872298640613,0.6424273573788808,Mongolia
102,0.0635208757430968,0.1391068349731361,0.3694603452119029,0.7920944230637326,Montenegro
103,0.1467526602278054,0.0119633294174164,0.2802445183423463,0.1298475713690144,Morocco
104,0.1093045427860031,0.0502828927904992,0.1161872821056372,0.0804262866867932,Mozambique
105,0.4079039084642946,0.0131364834944758,0.2634114841564704,0.1114320865740335,Myanmar
106,0.0949366611081466,0.2741253645225361,0.0608442796479506,0.2395181753396561,Namibia
107,0.0185955461889462,0.0162117260895874,0.0912006769811498,0.2224466441651708,Nepal
108,0.1260040942527995,0.2384603779337634,0.4846322024066449,0.707778201497589,Netherlands
109,0.173244702461551,0.2325825254852309,0.3909530064096126,0.2583205108264041,New Caledonia
110,0.1377711434349317,0.2197213396386851,0.399154948236174,0.2703869000281334,New Zealand
111,0.0567614648340175,0.0803196544202334,0.2831069968761824,0.341730947934713,Nicaragua
112,0.0169228308690933,0.0024639641682613,0.0001401247109927,0.2160517769546533,Niger
113,0.0752447185133917,0.1655348419315413,0.1217750171368745,0.0102759624377642,Nigeria
114,0.034606704317808,0.104880339929775,0.1990316098802262,0.3438482029026466,North Macedonia
115,0.2813232393562457,0.1930683798779029,0.3738975729239327,0.5197569741150214,Norway
116,0.1706081413348397,0.0111971253106728,0.3721872461688136,0.4561811067826244,Oman
117,0.0130897157751978,0.0001843345954831,0.1856330760464581,0.761283414640709,Pakistan
118,0.1156285100697146,0.2608849859310804,0.2602115924117862,0.296228895120348,Panama
119,0.0278097993343475,0.2027494878977055,0.5100713446536506,0.2261538669297405,Paraguay
120,0.2106802401309953,0.1841265815877722,0.4676660483913541,0.2259904848444039,Peru
121,0.228344148286199,0.1128504095268172,0.2342552022947218,0.0181597298779373,Philippines
122,0.0780403924320493,0.3321501576849528,0.2187209221680273,0.368185496258497,Poland
123,0.2452920074967058,0.3003422109643849,0.2588094949518538,0.3735380104542062,Portugal
124,0.0994441451300541,0.2166576987374436,0.4273362271022117,0.499819162264643,Republic of Moldova
125,0.0295981270265067,0.2400373125693284,0.471787206332927,0.5829442729456985,Romania
126,0.1312019428722733,0.2128880186468582,0.57984915742357,0.4070192330795697,Russian Federation
127,0.0672248167647263,0.0850150618662263,0.0124253377886797,0.1144205535015197,Rwanda
128,0.2289902450518816,0.1965355751132818,0.1942253162636544,0.2148188049775709,Saint Kitts and Nevis
129,0.2698422024126781,0.3344315187571807,0.1625956579981163,0.2187834199132692,Saint Lucia
130,0.1209129326500973,0.172688152835181,0.1985473025462182,0.1894072450187693,Saint Vincent and the Grenadines
131,0.3109583814238474,0.0645460896949482,0.0694367515246428,0.0990054921426377,Samoa
132,0.2300968651250561,0.0783973543947863,0.0168347256719417,0.0388953049693278,Sao Tome and Principe
133,0.0786243806897788,0.0,0.29296815250621,0.2586626635932682,Saudi Arabia
134,0.1494270538605122,0.011909988150211,0.0758361690792144,0.0460973249176046,Senegal
135,0.0447694276447052,0.261208947131786,0.4181910352005705,0.5017949397229108,Serbia
136,0.2076469558148306,0.0131243769586418,0.0663565649829267,0.0974836932847833,Sierra Leone
137,0.0585907125859554,0.3160959001548964,0.4987428310901372,0.3378868323200361,Slovakia
138,0.0634344728581929,0.2528816376361773,0.3514202421058516,0.4572611781075595,Slovenia
139,0.2879599386864602,0.0354266576188558,0.0511751396821249,0.0258421147351509,Solomon Islands
140,0.0417297670520755,0.2837286030031186,0.3184006352816848,0.1738317438844282,South Africa
141,0.2251991200886026,0.2714380973078211,0.4497793491093598,0.3808464860790468,Spain
142,0.2927607416866998,0.0283735005320938,0.2651176453217276,0.1409066593440751,Sri Lanka
143,0.0073134989595765,0.0,0.0566021350215312,0.5236502024420234,Sudan
144,0.1280808362201358,0.1840218032906748,0.2874665358518318,0.0782142741165975,Suriname
145,0.1691814910179319,0.2444542997142236,0.4642410080936359,0.5935446669821709,Sweden
146,0.0819034857976129,0.2589318383207984,0.3252271337473032,0.6147781673189937,Switzerland
147,0.1617731944907357,0.1425068898435286,0.5674830392410829,0.0923761153292968,Taiwan*
148,0.0017955623957932,0.0123089714906337,0.1392425749542375,0.2446655273839963,Tajikistan
149,0.2562382462563566,0.2168737796760606,0.717653259846399,0.06900378189668,Thailand
150,0.0964848833127166,0.0172254626295186,0.0469807606310401,0.0005528369050775,Timor-Leste
151,0.1003278836760832,0.0406256642244952,0.0408655501176183,0.0235481723873929,Togo
152,0.1710182991918782,0.1113124700013767,0.1909261767610471,0.2332767220107723,Trinidad and Tobago
153,0.0733010297146091,0.0311085144601555,0.2615232254940444,0.2705407191577998,Tunisia
154,0.0230933229171127,0.0341209681033912,0.2481180747692002,0.3858422031182802,Turkey
155,0.0190834354829101,0.0255518527627501,0.3116482291340096,0.4489652278057525,Turkmenistan
156,0.1089127704992579,0.2497504053508835,0.040603244408384,0.1745644856444291,Uganda
157,0.0705556688973165,0.1559366973677674,0.6181487193905343,0.4233983050369623,Ukraine
158,0.1510394422795577,0.0,0.3223682930279734,0.2490452842305793,United Arab Emirates
159,0.0996989160526758,0.2574292357985777,0.366766514875785,0.4935617322508108,United Kingdom
160,0.0603346240120446,0.1667779928557042,0.00340546110643,0.1329156205380042,United Republic of Tanzania
161,0.0924468947287251,0.2436360218695238,0.4539310926964541,0.4945472470667111,United States of America
162,0.0556303079639332,0.1644729252357377,0.427819004063369,0.5071568177013944,Uruguay
163,0.0114580010849835,0.0586755158682952,0.2627573038345911,0.6082646871581003,Uzbekistan
164,0.2293771663099906,0.0225006198055717,0.1030795822527727,0.0630442596273626,Vanuatu
165,0.0902226732239076,0.1109205398153498,0.1878439618578705,0.3365481102397815,Venezuela (Bolivarian Republic of)
166,0.2213307582052582,0.077854575361098,0.1949727862747888,0.0341822011998117,Vietnam
167,0.0460307564958091,0.0007893857971278,0.1273522983632428,0.069233387575051,Yemen
168,0.1455132148658209,0.4688850744194499,0.1639372389115853,0.0612332220239768,Zambia
169,0.0409087843912684,0.1801662543167459,0.108618710655393,0.1389090585280929,Zimbabwe
