,"Endocrine, nutritional and metabolic diseases",Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa and ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,"Pregnancy, childbirth and the puerperium",Certain conditions originating in the perinatal period,"Congenital malformations, deformations and chromosomal abnormalities","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",External causes of morbidity and mortality,infectious and parasitic diseases,Neoplasms,Country
65,99.83333333333334,18.916666666666664,43.016666666666666,2.0,534.3166666666667,189.08333333333331,45.5,13.733333333333333,12.0,64.03333333333333,11.0,74.75,33.833333333333336,177.8,12.8,1277.6333333333332,171.76666666666668,Maldives
66,204.0,18.0,310.0,1.0,5394.0,697.0,1200.0,23.0,52.0,246.0,38.0,584.0,219.0,135.0,484.0,16652.0,4162.0,Mongolia
67,651.9166666666666,17.0,123.41666666666667,0.0,3029.666666666667,425.41666666666663,180.58333333333331,1.0,8.333333333333332,203.75,6.0,463.0,244.08333333333331,286.58333333333337,124.25,7333.5,1033.9166666666667,Occupied Palestinian Territory
68,472.66666666666663,31.5,139.5,10.0,2206.1666666666665,564.6666666666667,210.5,75.0,37.0,277.83333333333337,6.0,304.6666666666667,220.83333333333331,2632.166666666667,497.5,8551.666666666666,600.1666666666667,Oman
69,39369.0,787.0,7458.0,43.0,187751.0,82520.0,21175.0,2191.0,1742.0,20539.0,1570.0,9866.0,4297.0,20918.0,8666.0,576414.0,61911.0,Philippines
70,196.11666666666667,0.0,45.233333333333334,0.0,530.7666666666667,197.36666666666667,84.85,10.25,4.0,83.5,2.5,84.30000000000001,98.64999999999999,414.8666666666667,239.6,2287.1666666666665,354.44999999999993,Qatar
71,11265.45,5211.633333333333,10958.916666666666,18.0,60299.350000000006,29094.61666666667,11882.016666666666,550.6333333333333,1622.9166666666665,6905.216666666667,77.93333333333334,674.8166666666666,540.3,25347.76666666667,5638.4,286886.85000000003,79880.54999999999,Republic of Korea
72,323.8,3.0,214.81666666666666,3.0,5800.766666666666,4757.349999999999,501.58333333333326,131.66666666666669,96.25,938.5166666666667,5.0,50.666666666666664,106.35,68.65,165.9,18907.899999999998,5878.700000000001,Singapore
73,10570.0,206.0,11072.0,12.0,32317.5,12580.0,3486.5,202.0,188.0,4807.0,45.0,1628.0,1245.5,21687.0,2447.5,132122.0,13694.5,Sri Lanka
74,29338.166666666664,2408.5,21215.916666666664,45.583333333333336,119163.13333333333,78957.05,37617.26666666667,4886.166666666667,5425.8,36586.833333333336,337.0833333333333,4353.25,3106.7999999999997,119392.96666666666,31161.5,524631.9,148232.88333333333,Thailand
75,20080.333333333336,600.1666666666666,17852.666666666668,24.083333333333336,155356.0833333333,42253.08333333333,10017.750000000002,282.0,1243.0,13417.25,302.8333333333333,7862.833333333333,5481.333333333333,8653.583333333334,6828.583333333333,397256.8333333333,80323.41666666666,Turkey
76,2313.6666666666665,35.16666666666667,333.16666666666663,10.0,26938.833333333332,3738.2000000000003,3320.1666666666665,68.30000000000001,139.16666666666669,1387.0666666666664,33.16666666666667,360.0,745.1666666666666,581.2,795.5,27881.266666666663,10735.016666666668,Armenia
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andorra
78,4358.633333333333,2249.65,3088.0,6.0,33951.05,4622.733333333334,2978.116666666667,96.93333333333334,386.95,1765.7500000000002,21.0,203.91666666666669,365.2833333333333,2361.75,532.9166666666666,82428.7,21605.299999999996,Austria
79,390.0,1270.0,6655.0,15.0,68095.0,2224.0,3692.0,119.0,213.0,752.0,3.0,109.0,233.0,8677.0,759.0,120744.0,18897.0,Belarus
80,2791.4166666666665,5081.083333333334,5499.833333333333,13.5,30689.333333333332,11176.416666666666,4701.083333333334,315.58333333333337,636.8333333333333,2781.916666666667,11.0,263.4166666666667,316.08333333333337,6334.166666666666,766.75,110710.16666666666,29149.5,Belgium
81,2126.0,215.5,390.5,10.0,18424.0,1436.0,1020.0,41.5,59.5,620.5,1.0,109.5,42.5,2672.0,246.0,36638.0,7880.5,Bosnia and Herzegovina
82,1707.8500000000001,135.85000000000002,1099.5333333333333,7.0,71792.96666666667,4290.816666666667,4128.983333333334,81.16666666666667,99.14999999999999,1511.8833333333332,21.0,271.8333333333333,235.23333333333335,3612.8333333333335,785.7833333333333,108952.51666666665,18495.033333333336,Bulgaria
83,1771.8333333333333,1225.9333333333334,1112.9833333333333,5.583333333333333,24298.816666666666,2565.3333333333335,2257.7000000000003,21.233333333333334,157.56666666666666,1095.3,4.0,137.43333333333334,189.98333333333335,496.66666666666663,495.1,52581.35,14396.366666666665,Croatia
84,4597.433333333333,1503.1333333333334,3130.066666666666,10.366666666666667,49696.283333333326,7401.35,4751.216666666666,203.3,275.0666666666667,1516.6,10.0,246.01666666666668,300.98333333333335,1516.2833333333333,924.5500000000001,111675.91666666667,28131.61666666667,Czechia
85,1812.0166666666669,3531.2833333333333,2407.3833333333337,13.75,12480.75,6163.483333333334,2230.6666666666665,99.18333333333334,471.68333333333334,945.3166666666667,8.0,196.56666666666666,249.21666666666664,4003.333333333333,278.2333333333333,53696.61666666667,16272.9,Denmark
86,433.6666666666667,246.33333333333331,603.75,6.0,16255.666666666666,1148.5,1312.3333333333335,41.2,160.33333333333331,282.5,3.0,49.33333333333333,101.16666666666667,374.58333333333337,191.33333333333331,15732.166666666666,7263.333333333335,Estonia
87,717.2833333333333,2411.9,8570.716666666667,4.0,19432.083333333336,2038.95,2335.6,36.63333333333333,227.2,293.11666666666673,9.666666666666668,63.03333333333333,198.11666666666667,454.91666666666663,328.01666666666665,53370.25,12716.133333333333,Finland
88,19951.916666666664,23786.25,36294.083333333336,91.5,139580.75,38581.41666666667,23039.666666666664,1314.5,4163.583333333333,9439.583333333332,55.0,1470.1666666666665,1625.4999999999998,53090.75,3065.666666666667,575673.4166666666,166599.33333333334,France
89,1066.9333333333332,150.83333333333334,664.2333333333333,28.5,20132.166666666664,2267.65,1571.4833333333333,72.4,143.55,681.9666666666666,49.24999999999999,477.59999999999997,250.79999999999998,13293.400000000001,734.9166666666667,49353.75000000001,7017.649999999999,Georgia
90,32235.88333333333,45697.38333333333,29770.966666666667,82.46666666666667,347331.06666666665,66155.96666666667,40295.65,1558.8333333333335,4246.933333333333,23603.633333333328,62.916666666666664,1460.5666666666668,2059.0499999999997,28450.533333333333,3855.2333333333336,932483.7833333333,238155.65,Germany
91,2170.166666666667,1297.3333333333335,3166.666666666666,2.0,45754.75,13838.333333333332,3513.333333333333,70.08333333333334,305.1666666666667,3355.583333333333,17.5,246.0,266.75,7676.25,1161.4166666666665,123669.66666666667,30684.333333333336,Greece
92,3245.133333333333,3581.2499999999995,2029.5833333333333,17.53333333333333,64272.383333333346,7707.916666666667,6446.833333333334,148.31666666666666,514.4666666666667,947.3000000000001,34.666666666666664,279.76666666666665,423.3333333333333,228.33333333333334,939.0,129995.41666666667,33793.33333333333,Hungary
93,104.5,115.30000000000001,462.5,1.0,1313.5333333333333,425.5,146.16666666666669,11.75,36.416666666666664,61.166666666666664,0.0,18.0,21.133333333333333,39.06666666666667,42.78333333333333,2254.8999999999996,1171.2666666666667,Iceland
94,745.1666666666666,1380.8333333333335,1489.3333333333333,2.0,9292.833333333332,3649.666666666667,1085.8333333333335,71.66666666666666,247.5,655.3333333333333,5.0,140.83333333333334,247.0,117.33333333333334,197.99999999999997,29973.499999999996,9329.833333333332,Ireland
95,27931.483333333337,20525.35,27200.31666666667,105.51666666666667,229175.7,46395.583333333336,22963.26666666667,1271.7666666666667,3434.5333333333338,12496.616666666667,39.266666666666666,974.3833333333333,1452.35,12769.550000000001,3929.8166666666666,636553.1000000001,182655.98333333337,Italy
96,3382.416666666667,1553.5833333333333,11420.0,26.0,35769.5,16948.75,12924.666666666668,152.5,1357.3333333333333,4468.166666666667,49.41666666666667,2069.0,1148.5833333333333,8232.583333333332,2794.5833333333335,133675.16666666666,16682.5,Kazakhstan
97,458.5833333333333,53.58333333333333,548.3333333333333,2.0,17611.75,2084.8333333333335,2362.3333333333335,25.666666666666668,110.83333333333334,506.1666666666667,107.08333333333334,2809.2500000000005,447.1666666666667,840.25,954.75,35633.5,3942.5000000000005,Kyrgyzstan
98,606.0166666666665,472.3833333333334,465.6,8.5,16101.166666666668,853.6500000000001,1137.4833333333333,88.01666666666667,157.96666666666667,458.9666666666666,16.333333333333332,77.65,106.43333333333334,367.80000000000007,242.05,28764.48333333333,6333.016666666666,Latvia
99,457.21666666666664,205.01666666666665,725.8666666666666,7.0,22979.75,1396.2833333333333,2190.516666666667,71.26666666666668,167.58333333333334,400.68333333333334,11.0,73.21666666666667,155.10000000000002,593.8333333333333,370.4666666666667,41498.2,8518.3,Lithuania
100,155.96666666666667,229.95,206.86666666666667,0.0,1274.6333333333332,315.6166666666667,249.9333333333333,8.333333333333332,40.08333333333333,85.2,3.0,27.0,23.733333333333334,127.08333333333333,50.18333333333333,3945.2,1246.55,Luxembourg
101,839.0,21.0,224.0,0.0,11101.0,665.0,381.0,2.0,7.0,280.0,1.0,173.0,29.0,1217.0,145.0,19258.0,3666.0,North Macedonia
102,198.58333333333331,158.20000000000002,120.69999999999999,1.0,1338.3500000000001,369.23333333333335,162.63333333333333,24.9,42.0,105.96666666666667,0.0,31.05,46.63333333333333,35.266666666666666,36.81666666666666,3424.9166666666665,1065.0,Malta
103,3683.9333333333334,11770.4,7975.233333333334,56.56666666666666,38525.33333333333,12451.716666666667,4651.6,330.1833333333333,1203.0833333333333,3289.3333333333335,18.4,424.25,588.4833333333333,6008.35,726.6666666666667,150005.76666666666,46531.316666666666,Netherlands
104,1015.0,2538.333333333333,1957.5000000000002,4.5,11673.25,4127.166666666666,1326.1666666666665,127.91666666666667,333.9166666666667,851.5000000000001,3.0,113.33333333333333,201.5,2428.0,268.33333333333337,41689.0,11372.583333333332,Norway
105,8724.650000000001,2715.6666666666665,5937.166666666665,6.666666666666667,171852.13333333336,24134.433333333334,16235.5,298.03333333333336,630.9499999999999,3827.816666666667,28.166666666666668,944.5333333333334,999.6166666666667,31598.699999999997,3903.7333333333327,396048.9833333333,104966.3,Poland
106,5679.683333333334,3505.8833333333337,3845.1500000000005,19.166666666666668,32468.333333333336,13076.649999999998,4864.700000000001,196.75,516.2,3295.733333333333,27.833333333333336,241.81666666666666,285.96666666666664,7254.616666666667,923.6500000000001,111557.16666666666,28196.699999999997,Portugal
107,460.80000000000007,133.86666666666667,394.2666666666667,10.0,22298.983333333334,1770.9666666666667,3595.516666666667,58.099999999999994,82.45000000000002,343.0,19.916666666666668,204.58333333333331,239.28333333333336,282.5,469.1333333333333,38836.083333333336,6364.083333333334,Republic of Moldova
108,2726.35,260.6666666666667,3867.05,6.0,149869.68333333335,14778.300000000001,14758.5,118.35,96.60000000000001,3635.083333333333,70.41666666666667,627.8333333333334,552.9333333333333,3116.25,2484.8,261180.34999999998,51533.43333333334,Romania
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russian Federation
110,6271.833333333333,2347.633333333333,3697.9666666666667,5.0,101627.0,9970.583333333332,6731.75,205.16666666666669,334.5,4361.333333333334,20.25,481.21666666666664,230.66666666666669,7182.616666666667,1032.6833333333334,103143.21666666666,41247.05,Serbia
111,1056.0,841.5,1072.5,6.0,23546.5,2931.0,2941.0,283.5,100.5,815.5,3.0,154.5,229.0,1153.5,555.5,52099.0,13687.0,Slovakia
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Marino
113,392.53333333333336,299.9666666666667,509.03333333333336,2.0,7830.25,1256.1666666666665,951.9166666666666,23.233333333333334,84.4,296.7833333333333,4.0,36.43333333333334,62.733333333333334,426.8,160.86666666666667,19953.566666666666,6336.349999999999,Slovenia
114,13126.333333333334,20004.683333333334,24512.983333333334,44.78333333333334,120328.33333333334,47397.816666666666,20014.63333333334,1511.8166666666666,4187.333333333334,12208.983333333334,33.766666666666666,760.1166666666667,929.3000000000001,8899.65,2269.75,415727.2,113842.66666666667,Spain
115,2673.483333333333,6385.95,4869.233333333334,12.25,31910.600000000002,6399.283333333333,2931.55,231.26666666666665,531.8499999999999,1340.4166666666665,20.5,202.3,378.0,2993.333333333333,404.7166666666667,93279.43333333335,24006.15,Sweden
116,1786.9166666666667,5306.850000000001,3542.6000000000004,45.33333333333333,21237.550000000003,4321.916666666666,2578.0,131.43333333333334,730.6833333333334,1143.4,13.833333333333332,235.53333333333336,391.4666666666667,2749.4666666666667,382.93333333333334,66564.06666666668,18045.2,Switzerland
117,1407.0,70.0,820.0,3.0,16145.0,1811.0,1474.0,0.0,46.0,829.0,18.0,1345.0,1009.0,4119.0,378.0,34897.0,2908.0,Tajikistan
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkmenistan
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
120,8756.416666666668,49328.66666666667,30532.583333333332,62.75,156344.9166666667,81445.91666666667,28474.25,2066.5,4546.166666666667,10920.666666666668,77.08333333333334,1700.3333333333333,2127.916666666667,12218.916666666668,1998.5833333333333,593212.8333333334,170927.75,United Kingdom
121,7448.666666666666,44003.24999999999,26711.08333333334,58.583333333333336,137231.91666666666,72188.91666666667,24778.666666666664,1872.0833333333335,4073.9166666666665,9467.083333333332,74.66666666666667,1542.8333333333333,1891.0833333333333,11542.25,1701.1666666666665,521315.25,150082.58333333334,"United Kingdom, England and Wales"
122,298.1666666666667,1243.1666666666667,939.0833333333333,3.0,3843.083333333333,2118.8333333333335,828.1666666666667,40.66666666666667,134.16666666666666,363.25,4.0,88.91666666666666,132.91666666666669,178.83333333333331,116.0,15377.666666666668,4755.75,"United Kingdom, Northern Ireland"
123,1196.833333333333,4286.1,3401.8999999999996,15.5,15344.183333333332,7174.950000000001,3105.3666666666663,203.4,450.68333333333334,1197.2166666666667,15.083333333333332,153.6,267.1166666666667,574.3833333333332,276.2833333333333,57426.76666666667,17184.3,"United Kingdom, Scotland"
124,5047.416666666667,36.75,2653.833333333333,3.0,90582.58333333333,7863.666666666667,8777.333333333334,27.25,201.91666666666669,2744.6666666666665,153.91666666666669,4213.833333333334,879.7499999999999,1817.75,2744.4166666666665,153606.66666666666,13160.75,Uzbekistan
125,6611.783333333333,9570.649999999998,8748.783333333333,38.983333333333334,44089.96666666666,14433.316666666666,5816.033333333334,564.3,1403.2333333333333,3502.7666666666673,34.83333333333333,638.9333333333334,771.0,1537.0833333333333,1597.7999999999997,159185.60000000003,46826.16666666667,Australia
126,1124.0833333333333,1671.75,1423.6666666666667,6.0,10126.583333333334,2919.75,1036.75,130.83333333333334,280.16666666666663,494.5,13.5,189.33333333333334,252.08333333333334,223.83333333333334,444.83333333333326,31387.75,9789.999999999998,New Zealand
127,62.0,2.0,19.5,1.0,132.5,27.0,37.5,5.0,7.5,15.0,5.0,94.0,22.0,12.0,2.5,567.5,81.0,Solomon Islands
