,Alcoholic Beverages,Animal Products,Animal fats,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar Crops,Sugar & Sweeteners,Treenuts,Vegetal Products,Vegetable Oils,Vegetables,Confirmed,Deaths,Recovered
0,0.0,0.16904618272002145,0.028245131028856937,0.0,1.0,0.10309278350515463,0.0,0.11400126353397383,0.10267335044717599,0.32468878388215117,0.16895133653187114,0.024046578607607512,0.06838632602286301,0.08944313050956783,0.005621192541997413,0.21041974924071336,0.0,0.0,0.0733358007719558,0.8307425715717219,0.0,0.19910048042522746,0.013626460267069571,0.03335951842076515,0.013647751816696259
1,0.13469985358711564,0.7434048624476937,0.07249923524013459,0.0,0.228087614043807,0.4996601336807522,0.031236469007782743,0.2650371435418164,0.3222335990993396,0.9999999999999999,0.31654100982408045,0.04500198629456748,0.07976303992810091,0.0,0.06954956618054274,0.09707187913713887,0.0,0.008938071930197914,0.14154285412150375,0.2565572174867643,0.07400881057268721,0.6301747930082797,0.28507123039726456,0.27477757305909156,0.1983032261230991
2,0.02364568081991215,0.2993913162825288,0.005506271030896299,0.0,0.6658099329049665,0.3537158717571089,0.03165835840614626,0.2403546609154086,0.12087581464640826,0.48099391756011495,0.09375713959332875,0.021514053034064954,0.13979219412751123,0.0954633412169426,0.12281705741185157,0.1746748695584456,0.0,0.0,0.14513826468566596,0.7005938913124649,0.2370044052863436,0.6058673208627212,0.023500018689654754,0.03536770968086154,0.018537011336468838
3,0.46010248901903356,0.34392066364718676,0.028245131028856937,0.0,0.4465937732968867,0.03764019485668971,0.29859222169177646,0.2649717883362743,0.32061279850148733,0.054384168383650185,0.23226525017135025,0.2661262290197636,0.22386260261510973,0.0,0.46713125346132545,0.03407055525270618,0.0,0.019578633751862102,0.0048643789985724105,0.6561972446762,0.08105726872246695,0.13292446079934583,0.0058970607307965986,0.007876653585667196,0.006284126952579672
4,0.11237188872620789,0.9171430486532034,0.1314367288671357,0.0,0.095945897972949,0.12526906083607112,0.45241531680563113,0.2613118968259155,0.7302871340460327,0.4423340283518191,0.2437171578706877,0.09406346211143113,0.04844967612534113,0.1847989679638787,0.030773490862100794,0.15462191418113855,0.0,0.0,0.038967905673346376,0.0829820300807067,0.37885462555066074,0.29424511908412554,0.02820610957030572,0.03852098164106385,0.021108301042548308
5,0.1247437774524158,0.878515411795122,0.00989089425920261,0.0,0.20810465405232703,0.5711453494958649,0.05315806419380266,0.10060344639783893,1.0,0.3434666206062699,0.4087559972583962,0.0,0.013338594241497604,0.015695549344227046,0.10858408713309951,0.3717000233626665,0.0,0.010427750585230901,0.023158673927986043,0.12132487865278274,0.0,0.18164162322395996,0.4185129520925886,0.5836594688387794,0.43199641812949363
6,0.030087847730600286,0.5882080696076271,0.14662995819312735,0.0,0.37153253576626794,0.485244137305993,0.04543082679219726,0.22985425789164107,0.36421427566227177,0.6029141425980531,0.43991318254512224,0.0313089681199722,0.05036771556023191,0.008277789722640292,0.07254015137529998,0.2103808114632817,0.0,0.010853373058097469,0.11674509596573786,0.41165826836483643,0.18061674008810572,0.9197587652049475,0.5458276639746579,0.5681193219295783,0.5971777456812937
7,0.21332357247437772,0.9103955007835965,0.07545630671969,0.004291445097490437,0.11098015549007778,0.29707148521581506,0.15508876330894514,0.09997167941093175,0.864357430206094,0.5038431643492529,0.4834647018505826,0.08549756678915484,0.014703142296605616,0.0646635132229628,0.07949049289274505,0.2682423487267347,0.0,0.0,0.40839634114101414,0.08953047163458938,0.4079295154185022,0.26357967903506085,0.010733569749789746,0.019034635876530745,0.011204708103616293
8,0.4502196193265007,0.8153489158918477,0.3442439074130723,0.0,0.18966594483297244,0.5955874022884332,0.09831688334758135,0.12310742217284273,0.6132352441634195,0.6928182793974312,0.15187342928946768,0.18535852616943094,0.013179670974035223,0.07208127284454956,0.08416097470924865,0.2771590997585858,0.0,0.029580761864226434,0.18828319145561256,0.184559464125582,0.5700440528634361,0.27860574465910254,0.45539216039279806,0.4836340791273645,0.49744845934727533
9,0.2536603221083455,0.37816271357393405,0.06077291730396655,0.0,0.7246867123433562,0.3866262603376005,0.023459271019529035,0.10979674531076401,0.2832615943048755,0.4062341924419824,0.1840301576422207,0.0055119674247690945,0.009792961343285217,0.005805203182111374,0.15063688388406865,0.08511798146561796,0.0,0.0,0.18035213874054884,0.6218370740082401,0.19118942731277533,0.35741592558519886,0.21956661329318808,0.168382573489194,0.24619529512368313
10,0.02379209370424597,0.9483688106249938,0.09126134393800346,0.0,0.0,0.4624447717231222,0.31471283765029806,0.3964228917499945,0.9420636576713852,0.2817169012868123,0.40415809915467216,0.09875608302711293,0.015152511535637172,0.13115459041066435,0.021487908436403913,0.16233159411260806,0.0,0.0,0.07740707449902184,0.05143654043152068,0.28634361233480177,0.513707451701932,0.20181345788114663,0.24151577293532317,0.1919401759575377
11,0.0,0.17438293770487615,0.008463342510451718,0.0,0.8490255245127623,0.19227937011442164,0.3200752739505501,0.053983399777792304,0.01258789446355868,0.09829370905456922,0.06394219785241032,0.07293425364981627,0.1781694231633402,0.40125779402279077,0.16837733062580762,0.039677595202865824,0.06394453004622497,0.0706533304958502,0.056997832178924554,0.8255376455608142,0.0,0.2125114995400184,0.030398058142468598,0.026010492700412457,0.03145438402753851
12,0.09838945827232795,0.7583554368191406,0.11420413990007137,0.0,0.15970037985018992,0.39880480344397873,0.36799857889886867,0.13722414656994095,0.6293607543031285,0.31645960050830935,0.1663810829335161,0.1517901479789453,0.1458148379530683,0.16861965168780904,0.11903267491231308,0.13406276769721984,0.0,0.0,0.13033363295088035,0.2413636842323612,0.24669603524229072,0.2701216395788613,0.056078678831368814,0.033823300953129326,0.051995744553223935
13,0.24897510980966323,0.7225493857305639,0.13541348016722748,0.0,0.21004295502147752,0.6365129715645179,0.13267866460903063,0.08319717665512058,0.6416380761970389,0.3550639704884458,0.5584304318026045,0.0634372827490317,0.00029044597156917544,0.01144915072027521,0.3712386930035075,0.11241336344521456,0.0,0.0,0.18262570718553375,0.27734181779886846,0.18766519823788544,0.551078401308392,0.26331802553699457,0.10199123267141255,0.2890200412605818
14,0.4001464128843338,0.7673659986147416,0.47700622004690524,0.0,0.21160140580070297,0.542993089384842,0.16288816600237588,0.12123390628063527,0.4383343604874049,0.7185236820352114,0.31359949737262965,0.026305988678120968,0.03832242790911781,0.06353472371533003,0.16588517629684324,0.15937232302780158,0.0,0.010427750585230901,0.2864167503833342,0.2327696525049704,0.998237885462555,0.48210160482469594,0.6039660269578742,1.0,0.0
15,0.14714494875549047,0.4624017312535309,0.09105740797389619,0.0,0.383666441833221,0.2535119519655602,0.12449623075129618,0.3146635296168006,0.47217221248986996,0.2674484596498587,0.07228124286040667,0.2205655973780912,0.32835739102795947,0.028004730165555793,0.025493815765183676,0.10750720348882488,0.0,0.0,0.06688521123037065,0.537562588357688,0.32775330396475766,0.24967801287948488,0.27599075653845917,0.3938517550126934,0.30305941561148136
16,0.5452415812591508,0.21412452641087268,0.007953502600183541,0.0,0.37585288792644395,0.05163135833238926,0.20098588890985997,0.06317669869071739,0.2269557579669143,0.05117639075666539,0.1285126799177519,0.40236120766709704,0.23427481669023115,0.8757794022790797,0.7059811703895144,0.0035433377462814417,0.0,0.0,0.3035478242478719,0.785797030224313,0.0,0.32354083614433204,0.003269826803696221,0.002429450066640767,0.003228296959957552
17,0.1336749633967789,0.5819903670295787,0.022330988069746097,0.0,0.36310483155241585,0.4016936671575847,0.027228519723329375,0.18604448510990568,0.7794158324072772,0.18197352349697107,0.10012565684258624,0.06228274903168139,0.11369589758765439,0.05498817458611051,0.3086579287428466,0.1850323183552683,0.0,0.0,0.22788558134616402,0.4179928962812385,0.12863436123348015,0.154819584994378,0.1875629459251705,0.49849786110281663,0.15914101274776316
18,0.39033674963396775,0.4429570474211535,0.06454573263995105,0.0,0.40646455323227665,0.21216154979041574,0.04271075040801145,0.1469838572642311,0.27620092104177685,0.5623727684354681,0.15829906328535526,0.08399543152249479,0.09315095518363856,0.7235540743926038,0.1592209710171682,0.36239389455649873,0.0,0.011278995530964037,0.10886691693544123,0.5567962419859777,0.13920704845814977,0.8181539405090463,0.3614348333756731,0.7848605982033345,0.3274733512489549
19,0.26954612005856515,0.5053926121692056,0.15641888447027633,0.0,0.5000213000106501,0.08134133907329784,0.0419724439608753,0.06901509705248024,0.35636261288585,0.5633782833454652,0.35052547406899703,0.19211192769887778,0.07230460658271133,0.21855514943023005,0.1484308657928743,0.11393193676504948,0.0,0.0,0.020303494950563106,0.4944583972912686,0.13480176211453743,0.20973116630890323,0.09743192113928245,0.03793909370086662,0.09345258065004398
20,0.20549048316251828,0.7851796526640684,0.1290914652799021,0.0,0.1547445773722887,0.322986292058457,0.07155466243296953,0.15615537110864214,0.860417040728681,0.41583285011042154,0.18228809687000228,0.058235673850432025,0.25935181227326026,0.01182541388948613,0.06745431050396898,0.26232380655712173,0.1694915254237288,0.035113854011491814,0.03489663194628034,0.21472314325194586,0.1938325991189427,0.13202494122457326,0.42850707969103313,0.5856887091925249,0.44021296508629953
21,0.48748169838945826,0.655345213358485,0.24472315692872437,0.011195074167366358,0.34642692321346163,0.44329896907216493,0.07067757657847698,0.1504912532949916,0.5151234283329532,0.5255141697407868,0.392363490975554,0.09338067335385838,0.043068205482304715,0.8771769511932916,0.05193834225586118,0.22342496690288918,0.0,0.0,0.06979326389256069,0.3445335511892188,0.21145374449339205,0.23526525605642445,0.31004793598159286,0.7248973640593709,0.3085172498667724
22,1.0,0.08708933000105329,0.00672988681553992,0.0,0.7586460293230148,0.11439333862014274,0.0787989474969746,0.0,0.09497212125917767,0.09266776060108817,0.14441969385423806,0.7137997815075977,0.30699043172327617,0.03531498602451085,0.010743954218201957,0.007242426602289543,0.0,0.0,0.04515412679109607,0.9125789435053312,0.0,0.04452621895124195,0.005130576748233696,0.0034571765564097544,0.00531328168532577
23,0.2322840409956076,0.44931838275896185,0.06617722035280921,0.006717044500419815,0.45293407646703826,0.2718080888183981,0.12410764841069818,0.12851011916432478,0.36179278015829497,0.3733853157810321,0.10503769705277588,0.042668090177773364,0.285722114446673,0.36051386798537943,0.08621930958094885,0.10680632349505491,0.0,0.0,0.02670121080738117,0.5506371327272092,0.3180616740088105,0.3116426454052949,0.24846726357007168,0.1309436246431852,0.2722550991006297
24,0.3526354319180088,0.32535373556889735,0.015601101254206178,0.0,0.6402392701196351,0.07236320380650278,0.5659979349624185,0.052088098817070785,0.10866157780570773,0.0049165360936671045,0.1353666895133653,0.5664043102592115,0.12151053825666654,0.10685874005590196,0.03428096732508769,0.01530254653064403,0.11787365177195686,0.0,0.02019774758102892,0.6745852174995294,0.0,0.14954512930593888,0.00026394692940295573,0.0,0.0003240753273222925
25,0.4163982430453879,0.11651808655629284,0.014683389415723462,0.0,0.4246334623167312,0.008298402628299532,0.18624196467231405,0.31649347537198,0.11969660942102481,0.03342874415505903,0.09047292666209733,0.4742774853510776,0.49198807527482763,0.46049236723285314,0.2947110947018645,0.0337201152558212,0.0,0.0,0.16750383334214564,0.8832609451839278,0.06343612334801761,0.4862107737912706,0.011310643078866053,0.009610693817959653,0.012269461562891352
26,0.25314787701317715,0.6615629159365334,0.7003161007443662,0.0045713219516745965,0.1816464908232454,0.5700124617650391,0.1560324632789688,0.13674487506263205,0.616651542429551,0.34089422970155325,0.012708476125199908,0.2987262886086007,0.20523569964598468,0.08234788217587614,0.11494369577256784,0.2426602289541313,0.0,0.02106831240689509,0.29260297150108394,0.33831699946067906,0.7400881057268722,0.29189410201369725,0.20269714956513615,0.2923116124530079,0.21126939166971803
27,0.14970717423133234,0.5553065921053051,0.09880697460997247,0.0,0.03619226809613407,0.03058796873229863,0.13146850817688266,0.20523713047077535,0.6939986703611862,0.08462981012423967,0.6302547406899703,0.4465066044294369,0.3055984831048126,0.005805203182111374,0.7051319918774228,0.14539366092983413,0.0,0.09172164290274527,0.0,0.4447259834629512,0.0,0.10751303281202085,0.0098944570371873,0.007034266212715745,0.01118807028055402
28,0.04150805270863835,0.350438399101178,0.04333639237279494,0.0,0.5277539138769569,0.007986858502322421,0.12235902787800731,0.00875759754264427,0.3139354882540484,0.15470741366760019,0.7998058030614577,0.8297000695203101,0.20476440995626866,0.0,0.09045597194018828,0.0,0.0,0.0,0.0,0.6491573508809442,0.0,0.0,0.001947251515517089,0.003994295068546525,0.0018673896498958295
29,0.1693997071742313,0.6777487320419152,0.10359946976649331,0.0,0.3539138769569385,0.4450549450549451,0.10950805475680295,0.09530967474892708,0.7516729670841603,0.3060713360393816,0.05480351839159241,0.05554176184328136,0.07669965694494678,0.015158030531068586,0.15647960125530735,0.11751421228876258,0.0,0.0,0.14027388568709354,0.3224022440858192,0.14889867841409687,0.2574057037718491,0.36913517963278325,0.5233669888808773,0.4011333780481905
30,0.1206442166910688,0.8358947842157172,0.04802691954726216,0.04804552663494729,0.10929390464695232,0.7542766511838678,0.325737473770692,0.08232577391455896,0.741953016193448,0.13608996582483063,0.893363034041581,0.22091319892740097,0.017256874801345915,0.04112018920662223,0.0361916189772937,0.14516003426524415,0.011556240369799691,0.018727388806128967,0.3221064876011209,0.16399186869927918,0.05198237885462555,0.7195747725646531,0.0006575779803401642,0.001854322763452701,0.0007395218869039962
31,0.19224011713030745,0.6778955566407808,0.035280921790557765,0.0,0.25666157833078923,0.6671009402968165,0.0765895793318604,0.45535150208047404,0.5542555721086422,0.503368166508334,0.2703906785469499,0.07943936835832754,0.1287662074332248,0.05944958073532573,0.15419051135314749,0.045596137372478786,0.10631741140215717,1.0,0.11690371702003913,0.32220757793826216,0.30484581497797353,0.16870080752325464,0.41799867398689655,0.6074526014784583,0.45245603976717613
32,0.5369692532942899,0.6191848681291673,0.009075150402773529,0.0,0.19148709574354789,0.02843548204372947,0.4348402926580142,0.18393133346404375,0.6086251825827022,0.01900608243988501,0.4776673520676262,0.2164316218095144,0.08822981400497594,0.004783917437110299,0.4467417389699096,0.022350284245775252,0.0,0.0,0.004705757944271137,0.38068720341335927,0.15770925110132156,0.5207196156598182,0.05489711289961013,0.07828457559313041,0.0420051234471942
33,0.05409956076134699,0.7541039071302493,0.07535433873763638,0.0,0.17293123646561825,0.490455420867792,0.19442994970634275,0.17101278783521773,0.4543822274847019,0.710750990092902,0.14250628284212932,0.18007001688350385,0.23533247843575658,0.056278219737690816,0.044000369208048735,0.2103808114632817,0.0,0.026175782081293897,0.07492201131496855,0.24589206559930055,0.05462555066079294,0.1782684248185628,0.36925111636448416,0.281939518925636,0.33803375270322045
34,0.13609077598828695,0.22748875674674987,0.0,0.0,0.43635201817600905,0.12668517049960348,0.25014155499550356,0.22639043199790865,0.16503049919687876,0.02382391768349104,0.4125828192826137,0.28093653788856887,0.062506165126755,0.23161685658998063,0.8611316226693742,0.543843937388054,0.0,0.0,0.5271506371279014,0.7723108148214338,0.07400881057268721,0.22919349892670965,0.010823272275076005,0.003337749240188474,0.011737452624153525
35,0.46998535871156655,0.8079534246837684,0.11848679514632404,0.0,0.2016081508040754,0.3578225897813527,0.17275260627727013,0.11371805764329126,0.5701821216959203,0.690393939767806,0.2686771761480466,0.07161833349885789,0.014253773057574061,0.041657708019780686,0.070463356101163,0.35433377462814425,0.0,0.08235794849968078,0.13165547507005765,0.19203975018908148,0.1947136563876652,0.47126648267402643,0.5619386028599712,0.6900813467320567,0.6248658004705075
36,0.08689604685212297,0.44568287801748485,0.005812174977057204,0.0,0.34659022329511174,0.37861107964200746,0.04473692975541517,0.24207568132801774,0.49299513274551,0.24909627034162826,0.19536783184829792,0.32235077962061776,0.35753351088898383,0.015211782412384432,0.10251061473140115,0.06272875944241105,0.0,0.0,0.0,0.5541570796248371,0.0,0.397771644689768,0.02723403471249274,0.011138679382426098,0.02553374112214506
37,0.15497803806734992,0.7652083153792383,0.044458040175384926,0.0,0.2089850544925273,0.40418602016540156,0.23322712082690317,0.17571836263425047,0.6614176667265166,0.43779378924900986,0.18140278729723555,0.1395123646836826,0.06211707712710572,0.0435390238658353,0.037714602178327485,0.24425667782882954,0.0,0.01319429665886359,0.21403267593718608,0.2345918552960362,0.11013215859030837,0.40717571297148114,0.25186620254577036,0.09427587387547927,0.018852318578183227
38,0.8592240117130306,0.8389781007918952,0.35372692974406034,0.0,0.1602009301004651,0.4071032060722782,0.08306780206725804,0.10929568873494107,0.665770535397994,0.7201954276831207,0.19319739547635367,0.038993445227927304,0.03960477427415907,0.0497204902171576,0.133930219678789,0.21509228253251306,0.0,0.03681634390295808,0.10701633796859304,0.160934652808139,0.5092511013215858,0.26924256363078813,0.9235811571278861,0.8620345766533215,0.9463993588679883
39,0.2882137628111273,0.8916434460371719,0.43295605179973484,0.0,0.15023252511626256,0.6430837204033081,0.20340065059786167,0.10661612530771408,0.5584774179772991,0.7245012522670351,0.39664724697281245,0.03833548515244811,0.010423174300463616,0.1022360782627392,0.07752446003322871,0.35445058796043927,0.0,0.009363694403064483,0.23386030772484537,0.10827905551814698,0.5066079295154184,0.27862618828580193,0.33271946438537214,0.20502229103317388,0.36586358510719014
40,0.016471449487554902,0.16479465303112997,0.02294279596206791,0.0,0.7720046860023431,0.05585136512971564,0.0413562633922128,0.0671633662287868,0.15944019294320888,0.19875266800735317,0.21838588074023305,0.03043996424669779,0.3443045189009086,0.14507632767146847,0.03614546797120177,0.07036056381901722,0.0,0.0,0.055517369005445995,0.8349933143347684,0.06607929515418501,0.4602064806296638,0.05774507496483115,0.03438816377269037,0.0655216946388604
41,0.02781844802342606,0.7278669896807841,0.06464770062200469,0.0,0.12177926088963048,0.10813413390732977,0.2970878529160329,0.6219854911443696,0.545777911496523,0.4983776047771211,0.21347384053004342,0.08687555864534711,0.0972062385602648,0.2349494732315631,0.288849916928189,0.22879838018845886,0.0,0.0,0.0033310421403267595,0.27212731804299894,0.11189427312775328,0.26582847797199227,0.01611700969579141,0.0,0.0169004371092299
42,0.3502196193265007,0.6777966096285017,0.022840827980014276,0.0,0.1882565941282971,0.5722215928401495,0.10844222890830567,0.7541119316820252,0.5774126393330454,0.42405586468113454,0.43762851267991776,0.09530489621610885,0.20727430155964005,0.040152655342937,0.06222078641314381,0.15454403862627522,0.0,0.0,0.019774758102892195,0.32208631050207914,0.0,0.1637943371154043,0.2032481273894928,0.14386302610216078,0.17452734614511636
43,0.0,0.5841576257823995,0.10074436626899153,0.007090213639332027,0.5274734637367318,0.44213775914806835,0.08796949073508675,0.22724004966995623,0.48876843418045235,0.43758404994263006,0.26916266849440257,0.07806137650213527,0.048734641984239185,0.0285960008600301,0.06768506553442866,0.01518573319834904,0.0,0.0,0.016073600169195793,0.4157079624836848,0.13392070484581498,0.12515588265358277,0.14104630390854173,0.46208459366086213,0.1325443635106184
44,0.003806734992679355,0.25672919479474876,0.047619047619047616,0.0,0.8002520501260251,0.13639968279143536,0.19033318160118126,0.2234712328170272,0.19846557739808127,0.11273487717912967,0.3513251085218186,0.07289701062667595,0.09216453490283759,0.1143840034401204,0.04951079933542551,0.07328089712639203,1.0,0.0,0.024692010786231695,0.7431587614127019,0.045814977973568274,0.4760298476949812,0.016088506362954988,0.051381180198316424,0.014491583780930148
45,0.08806734992679355,0.411249317744391,0.04772101560110125,0.0,0.45368667684333847,0.43834258524980174,0.07801623163948439,0.16035988933185194,0.28525119982918506,0.4177513478834836,0.08778843957048206,0.168859866918264,0.3749821896338188,0.014351752311330896,0.057402621377146024,0.10894790125379644,0.0,0.0,0.017659810712208533,0.5882651416754695,0.23524229074889866,0.27402637227844223,0.08334155002026603,0.13921284246212037,0.08607822580353926
46,0.4324304538799414,0.7706759357674297,0.2276945039257673,0.0,0.2579786289893145,0.47139458479664664,0.09272129764297053,0.09655142365422739,0.3781123981540343,0.9351658791161337,0.20059401416495318,0.021898897606515047,0.046904284352086274,0.08998064932272629,0.11306996492523537,0.2878669885522934,0.0,0.010002128112364334,0.1893935388357215,0.2292975743321516,0.2052863436123348,0.26809772053562303,0.3429452174846489,0.18476179323557682,0.31289714673011826
47,0.4417276720351391,0.32913925674834577,0.04986234322422759,0.0,0.6816003408001703,0.1033760054378611,0.04801212376902665,0.14879201795089644,0.3795633543778601,0.19395950797626238,0.3213673749143249,0.161783692521601,0.10144236565503785,0.2323156310470866,0.17211556211925422,0.05163149287438674,0.0,0.0,0.09485539047216202,0.670809970736253,0.0,0.1250332208933865,0.1407930972402008,0.29504838836670083,0.11491963233542887
48,0.12269399707174229,0.0,0.007749566636076272,0.0,0.7782384891192446,0.01594539481137419,0.00232594286729358,0.012025357819750343,0.032294694547025056,0.11902088756739415,0.10440941283984463,0.09902919853014203,0.5890025098916033,0.4135132229628037,0.20425512276167618,0.11311424343898453,0.0,0.0,0.04430814783482261,1.0,0.0,0.060083818869467454,0.011796917422071692,0.010066353498913478,0.012083930989483922
49,0.16339677891654464,0.5314954723762284,0.2482920363006016,0.0,0.32040186020093014,0.22541633624107849,0.3478145018929511,0.05341698799642726,0.443225878459366,0.15223989241607339,0.23177975782499427,0.2313660740887874,0.25721456833152484,0.0981509352827349,0.24427727524460036,0.126158398878592,0.0,0.0,0.03220007402315868,0.4683603685253561,0.17885462555066076,0.2735970561177553,0.0005705743198811921,0.0012037806762827904,0.0006543432224920903
50,0.35117130307467054,0.8542765856258717,0.25542979504435603,0.0,0.18700344350172177,0.31735017559759826,0.2087464333692309,0.10550508681349803,0.4895400129081725,0.870183706957176,0.14307745030843042,0.04254394676730559,0.01698286916779009,0.022844549559234574,0.09037290012922282,0.4160112140799004,0.0,0.008938071930197914,0.09654734838470895,0.1457060158222092,0.5233480176211454,0.19231319636103444,0.08210027248358749,0.06710690815097275,0.062023011933443624
51,0.13060029282576865,0.8499484517984417,0.2729682879575813,0.0,0.20203770101885055,0.4414863487028435,0.21334280734087552,0.1290111757401477,0.5751609882030951,0.672232983356569,0.3630911583276217,0.04974426457443639,0.028112978002827735,0.021554504407654263,0.0778844378807458,0.28109181527918387,0.0,0.009576505639497766,0.18870618093374927,0.15010674725632422,0.11806167400881057,0.2694469998977819,0.4995002895953426,0.6555566379802641,0.04069488224052547
52,0.27657393850658857,0.9110147175701165,0.20821861935352298,0.014273719563392106,0.10284000142000072,0.32043729466409876,0.3874776565154156,0.07276212883689519,0.8661966021419802,0.27781821770939996,0.26242289239204936,0.13061128215314335,0.036366027685529205,0.013706729735540742,0.07110947018645006,0.12962386107001014,0.19645608628659475,0.0,0.06207370591656533,0.08899115066840702,0.13480176211453743,0.2233875089440867,,,
53,0.5100292825768666,0.6346429449184325,0.01916998062608341,0.0,0.2597784798892399,0.03591254106718025,0.28976585138390826,0.34673115046946823,0.6636013801068564,0.08899732273944208,0.7044208361891707,0.4117464494984607,0.0037812777430703973,0.0,0.2941665128299797,0.033564364146094545,0.04853620955315871,0.0,0.006662084280653519,0.36533091649460525,0.11101321585903083,0.15784524174588574,0.049311158285474666,0.017162642649581717,0.05353542806618133
54,0.154904831625183,0.27279052917500524,0.007953502600183541,0.0,0.6702012851006427,0.0789056304520222,0.3705743246994038,0.002483497810600614,0.06470585380766825,0.1915906875747967,0.06042951793465844,1.0,0.0231918368241651,0.004192646742635992,0.0,0.1592555096955066,0.0,0.0,0.05387828477766616,0.7271418860915827,0.1383259911894273,0.09804763365020958,0.016813058998864875,0.02989878426091674,0.01778541053772758
55,0.10944363103953146,0.44600525376716804,0.1723258896706434,0.0,0.6904504952252477,0.31746346437068085,0.07868792397108947,0.07067076225954731,0.27994234996675904,0.49137601322591384,0.17080763079734976,0.035914688648326545,0.0007124146472451472,0.038432595140829924,0.10710725493815766,0.2450743711548945,0.0,0.01383273036816344,0.14090836990429864,0.5537294523498758,0.22907488986784139,0.14872738423796383,0.6765973742110265,0.47454946050738567,0.7528037405100605
